Job Title,Rating,Company Name,Location,Headquarters,Sector,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data
Senior Data Scientist - Algorithms,3.9,Quartet Health,"New York, NY","New York, NY",Information Technology,101,165,133, NY,1,6,1,0,1,0,0,0,0
Data Analyst,3.3,Midland Credit Management,"San Diego, CA","San Diego, CA",Finance,101,165,133, CA,1,67,1,1,0,0,0,0,0
Senior Data & Machine Learning Scientist,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",Biotech & Pharmaceuticals,101,165,133, IL,1,5,1,0,0,0,1,0,0
Data Engineer,4.4,Resurgent Capital Services,"Cincinnati, OH","Greenville, SC",Finance,101,165,133, OH,0,22,1,1,0,0,1,0,0
"Data Scientist - Statistics, Early Career",3.7,PNNL,"Richland, WA","Richland, WA","Oil, Gas, Energy & Utilities",56,97,76, WA,1,55,0,1,0,0,0,0,0
Data Scientist,3.5,Buckman,"Memphis, TN","Memphis, TN",Manufacturing,56,97,76, TN,1,75,1,0,1,0,0,0,0
Machine Learning Engineer,3.6,Buckman,"Memphis, TN","Arlington, VA",Government,56,97,76, TN,0,53,1,0,0,0,0,0,0
Research Scientist - Patient-Centered Research (Remote),3.8,Evidera,"Bethesda, MD","Bethesda, MD",Biotech & Pharmaceuticals,56,97,76, MD,1,7,0,1,0,0,0,0,0
Jr. Business Data Analyst (position added 6/12/2020),4.7,webfx.com,"Harrisburg, PA","Harrisburg, PA",Business Services,56,97,76, PA,1,23,0,1,0,0,0,0,0
Sr. Data Scientist II,3.5,Argo Group US,"New York, NY","Hamilton, Bermuda",Insurance,56,97,76, NY,0,72,1,0,1,1,1,0,0
Data Scientist,3.3,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",Aerospace & Defense,56,97,76, TN,0,170,1,0,0,0,0,0,0
Senior Data Analyst,3.9,Life360,"San Francisco, CA","San Francisco, CA",Information Technology,56,97,76, CA,1,12,1,0,0,0,0,1,0
Lead Data Scientist,3.7,MassMutual,"Boston, MA","Springfield, MA",Insurance,56,97,76, MA,0,169,1,0,1,1,1,0,0
Production Engineer - Statistics/Data Analysis,3.9,Natera,"San Carlos, CA","San Carlos, CA",Biotech & Pharmaceuticals,56,97,76, CA,1,16,1,1,0,0,1,0,0
Statistical Scientist,4.0,Genentech,"South San Francisco, CA","South San Francisco, CA",Biotech & Pharmaceuticals,56,97,76, CA,1,44,1,1,0,0,1,0,0
Computational Behavioral Scientist,4.2,Ntrepid,"Herndon, VA","Herndon, VA",Information Technology,56,97,76, VA,1,10,1,0,0,0,0,0,0
Principal Data Scientist - Machine Learning,3.6,Constant Contact,"Waltham, MA","Waltham, MA",Business Services,56,97,76, MA,1,25,1,1,1,1,1,0,1
Principal Machine Learning Scientist,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",Information Technology,56,97,76, CA,0,21,1,0,0,0,0,0,0
Data Engineer,4.1,Shape Security,"Santa Clara, CA","Mountain View, CA",Information Technology,56,97,76, CA,0,9,1,0,0,0,1,0,1
Principal Data Scientist,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",Biotech & Pharmaceuticals,56,97,76, MD,0,107,1,1,0,0,0,0,0
Data Scientist,5.0,SkillSoniq,"San Francisco, CA","Jersey City, NJ",-1,56,97,76, CA,0,-1,1,0,0,0,0,0,0
Senior Data Scientist - R&D Oncology,4.0,AstraZeneca,"New York, NY","Cambridge, United Kingdom",Biotech & Pharmaceuticals,56,97,76, NY,0,107,1,0,0,0,0,0,0
Data Scientist,4.3,Joby Aviation,"San Carlos, CA","Santa Cruz, CA",-1,56,97,76, CA,0,-1,1,1,0,1,1,0,1
"Health Plan Data Analyst, Sr",3.8,Cook Children's Health Care System,"Fort Worth, TX","Fort Worth, TX",Health Care,56,97,76, TX,1,102,0,0,0,0,0,0,0
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",3.8,Rubius Therapeutics,"Smithfield, RI","Cambridge, MA",Biotech & Pharmaceuticals,56,97,76, RI,0,7,0,0,0,0,0,0,0
Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",Finance,56,97,76, IA,1,28,0,1,0,0,0,1,0
Data Scientist - Contract,4.1,Upside Business Travel,Remote,"Washington, DC",Information Technology,79,106,92,Remote,0,5,1,0,0,0,0,0,0
Data Scientist,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",Business Services,79,106,92, IL,1,28,0,0,0,0,0,0,0
Data Scientist,4.1,Coverent,"McLean, VA","McLean, VA",Business Services,79,106,92, VA,1,12,1,1,0,0,0,0,0
Machine Learning Engineer,3.7,Mteq,"Fort Belvoir, VA","Lorton, VA",Aerospace & Defense,79,106,92, VA,0,66,1,0,0,0,0,0,0
Data Engineer,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",Information Technology,79,106,92, CA,1,12,1,1,1,0,0,0,1
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,Novartis,"Cambridge, MA","Basel, Switzerland",Biotech & Pharmaceuticals,79,106,92, MA,0,24,0,0,0,0,0,0,0
Data Engineer,3.6,Alion Science & Technology,"Linthicum Heights, MD","Mc Lean, VA",Business Services,79,106,92, MD,0,19,1,1,0,0,1,0,1
Data Science Instructor,4.5,Novetta,"Herndon, VA","Mc Lean, VA",Information Technology,79,106,92, VA,0,8,0,1,0,0,0,0,0
Senior Business Intelligence Analyst,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",Manufacturing,79,106,92, MN,1,21,0,0,0,0,0,0,0
In-Line Inspection Data Analyst,2.9,Quest Integrity,"Tulsa, OK","Kent, WA","Oil, Gas, Energy & Utilities",79,106,92, OK,0,24,0,1,0,0,0,0,0
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",Information Technology,79,106,92, MD,0,9,1,0,0,1,0,0,1
Data Scientist,3.4,Dice.com,"Newton, MA","Denver, CO",Business Services,79,106,92, MA,0,30,1,1,0,0,1,0,0
Senior Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",Aerospace & Defense,79,106,92, VA,0,-1,1,1,0,0,0,0,1
Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",Information Technology,79,106,92, MD,0,9,1,0,0,1,0,0,1
Data Science Software Engineer,4.8,Klaviyo,"Boston, MA","Boston, MA",Information Technology,79,106,92, MA,1,8,1,0,0,0,0,0,0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",Business Services,79,106,92, OK,0,73,1,1,0,0,0,0,0
AI Ops Data Scientist,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",Biotech & Pharmaceuticals,79,106,92, MD,0,107,1,0,1,1,1,0,0
"Intelligence Data Analyst, Senior",4.3,The Buffalo Group,"Fort Belvoir, VA","Reston, VA",Information Technology,79,106,92, VA,0,10,1,0,0,0,0,0,0
Analytics Manager - Data Mart,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",Health Care,79,106,92, CA,1,24,0,0,0,0,0,1,0
Data Modeler (Analytical Systems),3.7,MassMutual,"Boston, MA","Springfield, MA",Insurance,79,106,92, MA,0,169,0,1,1,1,0,0,1
"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",Biotech & Pharmaceuticals,79,106,92, CA,0,5,1,0,0,0,1,0,0
Report Writer-Data Analyst,3.1,Security Finance Corporation of Spartanburg,"Spartanburg, SC","Spartanburg, SC",Finance,79,106,92, SC,1,65,0,0,0,0,0,0,0
Data Scientist/Machine Learning,4.3,PulsePoint,"New York, NY","New York, NY",Information Technology,71,123,97, NY,1,9,1,0,1,1,0,0,1
Data Scientist - Risk,4.2,LSQ,"Orlando, FL","Orlando, FL",Finance,71,123,97, FL,1,24,1,1,1,1,1,1,1
Data Engineer,4.4,Resurgent Capital Services,"Cincinnati, OH","Greenville, SC",Finance,71,123,97, OH,0,22,1,1,0,0,1,0,0
Staff Data Scientist - Pricing,3.6,Opendoor,"San Francisco, CA","San Francisco, CA",Real Estate,71,123,97, CA,1,6,1,0,0,0,1,0,0
Data Scientist,4.5,Global Data Management Inc,"Hartford, CT","Woodbridge, NJ",Information Technology,71,123,97, CT,0,12,1,0,0,0,0,0,0
Data Scientist,3.0,Photon Infotech,"Chicago, IL","Chennai, India",Information Technology,71,123,97, IL,0,21,1,1,1,1,0,0,1
Data Scientist,5.0,REE,United States,"Tel Aviv-Yafo, Israel",Manufacturing,71,123,97,United States,0,2,1,0,0,0,0,0,1
Machine Learning Engineer,3.6,Riverside Research Institute,"Beavercreek, OH","Arlington, VA",Government,71,123,97, OH,0,53,1,0,0,0,0,0,0
Equity Data Insights Analyst - Quantitative Analyst,3.6,T. Rowe Price,"Baltimore, MD","Baltimore, MD",Finance,71,123,97, MD,1,83,1,1,0,0,0,1,0
Data Scientist,0.0,"Encode, Inc.","Norfolk, VA","Manalapan, NJ",Information Technology,71,123,97, VA,0,-1,0,1,0,0,1,0,1
Research Scientist - Patient-Centered Research (Remote),3.8,Evidera,"Bethesda, MD","Bethesda, MD",Biotech & Pharmaceuticals,71,123,97, MD,1,7,0,1,0,0,0,0,0
Data Scientist,3.3,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",Aerospace & Defense,71,123,97, TN,0,170,1,0,0,0,0,0,0
Operations Data Analyst,3.8,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",Insurance,71,123,97, NC,1,3,0,0,0,0,0,0,0
Sr. Data Scientist II,3.5,Argo Group US,"New York, NY","Hamilton, Bermuda",Insurance,71,123,97, NY,0,72,1,0,1,1,1,0,0
Data Scientist,3.3,II-VI Incorporated,"Champaign, IL","Saxonburg, PA",Telecommunications,71,123,97, IL,0,49,0,1,0,0,0,0,0
Data Scientist,4.6,Surya Systems,"San Francisco, CA","Bristol, PA",Information Technology,71,123,97, CA,0,-1,1,0,1,0,0,1,0
Data Scientist,3.8,PayPal,Texas,"San Jose, CA",Information Technology,71,123,97,Texas,0,22,1,1,1,1,0,0,1
Senior Data Analyst,3.9,Life360,"San Francisco, CA","San Francisco, CA",Information Technology,71,123,97, CA,1,12,1,0,0,0,0,1,0
Data Scientist,3.9,Predictive Research Inc,"Plano, TX","Bangalore, India",Business Services,71,123,97, TX,0,-1,1,0,0,0,0,0,0
Data Scientist,4.7,Oversight Systems,"Atlanta, GA","Atlanta, GA",Information Technology,90,124,107, GA,1,17,1,1,0,0,0,0,0
Senior Research Statistician- Data Scientist,4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, WI",Insurance,90,124,107, WI,1,95,0,0,0,0,0,0,0
Software Data Engineer,3.1,1010data,"New York, NY","New York, NY",Information Technology,90,124,107, NY,1,20,1,1,0,0,1,0,0
Data Scientist,3.6,Gigya,"Palo Alto, CA","Mountain View, CA",Information Technology,90,124,107, CA,0,14,0,0,0,0,0,0,1
Real World Evidence (RWE) Scientist,5.0,Genesis Research,"Hoboken, NJ","Hoboken, NJ",Biotech & Pharmaceuticals,90,124,107, NJ,1,11,1,0,0,0,0,0,0
Data Scientist,3.7,Sanofi,"Cambridge, MA","Paris, France",Biotech & Pharmaceuticals,90,124,107, MA,0,47,1,0,0,0,0,1,1
Data Scientist,3.7,XPO Logistics,"Lebanon, IN","Greenwich, CT",Transportation & Logistics,90,124,107, IN,0,9,1,0,0,0,0,0,1
Data Scientist,3.9,Trace Data,"Oakland, CA","Santa Ana, CA",Insurance,90,124,107, CA,0,20,1,0,0,1,0,0,0
Data Scientist,4.3,Descript,"San Francisco, CA","Houston, TX",-1,90,124,107, CA,0,-1,1,0,0,0,0,0,0
Computer Scientist 1,4.2,Rincon Research Corporation,"Melbourne, FL","Tucson, AZ",Aerospace & Defense,90,124,107, FL,0,37,1,0,0,0,0,0,0
Lead Data Scientist,3.7,MassMutual,"Boston, MA","Springfield, MA",Insurance,90,124,107, MA,0,169,1,0,1,1,1,0,0
Data Scientist,4.0,Better Hire,"Birmingham, AL","Birmingham, AL",-1,90,124,107, AL,1,-1,0,0,0,0,0,0,0
Data Scientist,3.3,Parker Hannifin,"Cleveland, OH","Cleveland, OH",Manufacturing,90,124,107, OH,1,103,1,1,0,0,0,0,0
Data Scientist,4.1,Gallup,"New York, NY","Washington, DC",Business Services,90,124,107, NY,0,85,1,1,0,0,0,0,0
Data Scientist,3.3,Insider Inc,"New York, NY","New York, NY",Media,90,124,107, NY,1,13,1,1,0,0,0,0,0
Data Scientist,3.9,Rapid Value Solutions,"San Francisco, CA","Pleasanton, CA",Information Technology,90,124,107, CA,0,11,1,0,0,0,1,0,0
Environmental Data Science,3.1,Battelle,"Norwell, MA","Columbus, OH",Business Services,90,124,107, MA,0,91,0,1,0,0,0,0,0
Computational Behavioral Scientist,4.2,Ntrepid,"Herndon, VA","Herndon, VA",Information Technology,90,124,107, VA,1,10,1,0,0,0,0,0,0
Data Scientist,5.0,"The Drive Media, Inc.","New York, NY",-1,-1,90,124,107, NY,0,-1,1,1,0,0,0,0,0
Staff BI and Data Engineer,2.9,Affinity Solutions,"San Jose, CA","New York, NY",Business Services,90,124,107, CA,0,22,1,0,0,1,0,1,1
Principal Machine Learning Scientist,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",Information Technology,90,124,107, CA,0,21,1,0,0,0,0,0,0
Principal Data Scientist - Machine Learning,3.6,Constant Contact,"Waltham, MA","Waltham, MA",Business Services,90,124,107, MA,1,25,1,1,1,1,1,0,1
Data Scientist-Human Resources,3.8,MIT Lincoln Laboratory,"Lexington, MA","Lexington, MA",Aerospace & Defense,91,150,120, MA,1,69,1,0,1,1,0,0,1
Associate Data Scientist,3.3,Puget Sound Energy,"Bothell, WA","Bellevue, WA","Oil, Gas, Energy & Utilities",91,150,120, WA,0,21,0,1,1,1,0,0,0
"Data Scientist - Statistics, Mid-Career",3.7,Pacific Northwest National Laboratory,"Richland, WA","Richland, WA","Oil, Gas, Energy & Utilities",91,150,120, WA,1,55,0,0,0,0,0,0,0
Director of Data Science,3.8,Analysis Group,"Boston, MA","Boston, MA",Business Services,91,150,120, MA,1,39,1,1,0,0,1,0,0
Data Scientist,3.2,US Pharmacopeia,"Rockville, MD","Rockville, MD",Biotech & Pharmaceuticals,91,150,120, MD,1,200,1,1,0,0,0,1,0
Data Scientist,4.6,Itlize Global,"Piscataway, NJ","Piscataway, NJ",Information Technology,91,150,120, NJ,1,10,1,0,1,1,0,0,1
Data Scientist,3.5,eBay,"San Jose, CA","San Jose, CA",Information Technology,91,150,120, CA,1,25,1,0,1,0,0,1,1
"Data Engineer, Digital & Comp Pathology",5.0,Paige,"New York, NY","New York, NY",Information Technology,91,150,120, NY,1,2,1,1,0,0,1,0,0
Data Engineer,4.1,Shape Security,"Santa Clara, CA","Mountain View, CA",Information Technology,91,150,120, CA,0,9,1,0,0,0,1,0,1
"Manager / Lead, Data Science & Analytics",4.1,ABIOMED,"Danvers, MA","Danvers, MA",Biotech & Pharmaceuticals,91,150,120, MA,1,39,1,1,0,0,0,1,0
Data Scientist,3.5,Comcast,"New York, NY","Philadelphia, PA",-1,91,150,120, NY,0,57,1,0,0,0,1,1,0
Data Scientist,3.2,"Metronome, LLC","Vienna, VA","Fairfax, VA",Information Technology,91,150,120, VA,0,9,1,0,0,1,0,0,1
Data Scientist,5.0,SkillSoniq,"San Francisco, CA","Jersey City, NJ",-1,91,150,120, CA,0,-1,1,0,0,0,0,0,0
Data Scientist,4.7,Lawrence Livermore National Lab,"Livermore, CA","Livermore, CA",Government,91,150,120, CA,1,68,1,1,0,0,0,0,1
Diversity and Inclusion Data Analyst,3.8,FHLBank Pittsburgh,"Pittsburgh, PA","Pittsburgh, PA",Finance,91,150,120, PA,1,88,0,0,0,0,1,1,0
Data Scientist,3.6,Jacobs,"Herndon, VA","Dallas, TX",Business Services,91,150,120, VA,0,73,1,0,1,1,1,1,0
Data Scientist,4.8,Klaviyo,"Boston, MA","Boston, MA",Information Technology,91,150,120, MA,1,8,0,0,0,0,0,0,0
Data Scientist,3.3,Underwriters Laboratories,"Northbrook, IL","Northbrook, IL",Business Services,91,150,120, IL,1,126,0,0,0,1,0,0,0
Data Scientist,3.7,Altus Group,"Irvine, CA","Toronto, Canada",Real Estate,91,150,120, CA,0,15,1,1,0,0,1,1,0
Data Scientist,5.0,Jobot,"Irvine, CA","Irvine, CA",Business Services,91,150,120, CA,1,2,1,1,0,0,0,1,0
Data Scientist,0.0,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",-1,91,150,120, CA,0,-1,0,0,0,0,0,0,0
Senior Analyst/Data Scientist,3.4,Edmunds.com,"Santa Monica, CA","Santa Monica, CA",Information Technology,141,225,183, CA,1,54,1,1,0,0,1,1,0
Data Scientist,5.0,Cohere Health,"Boston, MA","Boston, MA",Information Technology,141,225,183, MA,1,1,1,1,0,0,0,0,0
Data Scientist,0.0,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",-1,141,225,183, CA,0,-1,0,0,0,0,0,0,0
Senior Data Scientist - R&D Oncology,4.0,AstraZeneca,"New York, NY","Cambridge, United Kingdom",Biotech & Pharmaceuticals,141,225,183, NY,0,107,1,0,0,0,0,0,0
Data Scientist,4.2,Oshkosh Corporation,"Oshkosh, WI","Oshkosh, WI",Manufacturing,141,225,183, WI,1,103,1,1,1,1,0,0,1
Data Scientist,4.3,Joby Aviation,"San Carlos, CA","Santa Cruz, CA",-1,141,225,183, CA,0,-1,1,1,0,1,1,0,1
Data Scientist,3.4,Mackin,"Menlo Park, CA","Pittsburgh, PA",Business Services,141,225,183, CA,0,60,1,0,0,0,0,0,0
Data Scientist,0.0,PETADATA,"San Francisco, CA","Fremont, CA",-1,141,225,183, CA,0,-1,1,1,0,0,0,1,0
Data Scientist,4.4,VBeyond Corporation,"Dallas, TX","Hillsborough, NJ",Business Services,141,225,183, TX,0,14,1,0,0,0,0,0,0
Data Scientist Machine Learning,3.5,Leidos,"Arlington, VA","Reston, VA",Aerospace & Defense,141,225,183, VA,0,51,1,0,0,0,1,0,0
Data Scientist,3.7,Take-Two,"San Francisco, CA","New York, NY",Media,141,225,183, CA,0,27,1,1,0,1,1,1,0
Data Scientist,3.7,Colony Brands,"Monroe, WI","Monroe, WI",Retail,141,225,183, WI,1,-1,1,0,0,0,0,0,0
Data Scientist,4.1,Capio Group,"Sacramento, CA","Goteborg, Sweden",Health Care,141,225,183, CA,0,-1,1,0,0,0,0,0,0
Data Scientist,3.4,SleePare,"New York, NY","New York, NY",Retail,141,225,183, NY,1,3,1,0,0,1,0,0,0
Data Analyst,4.5,ShorePoint,"Reston, VA","Washington, DC",Information Technology,141,225,183, VA,0,3,0,1,0,0,0,1,0
Data Scientist,3.5,Dolphin,"New York, NY","Lake Buena Vista, FL",Travel & Tourism,141,225,183, NY,0,30,1,0,0,1,0,0,0
Data Scientist,3.6,TE Connectivity,"Hampton, VA","Schaffhausen, Switzerland",Manufacturing,141,225,183, VA,0,13,0,0,0,0,0,0,0
Data Scientist,3.2,State of Virginia,"Richmond, VA","Richmond, VA",Government,141,225,183, VA,1,232,1,0,1,0,0,0,1
Data Scientist,3.7,TA Digital,"New York, NY","Newark, CA",Information Technology,141,225,183, NY,0,20,1,0,0,0,1,0,1
Data Scientist,4.0,Market America Inc,"Monterey, CA","Greensboro, NC",Retail,141,225,183, CA,0,28,1,1,1,1,0,0,0
Data Scientist,3.2,Triplebyte,"Chicago, IL","San Francisco, CA",Information Technology,145,225,185, IL,0,5,0,0,0,0,0,0,0
Data Scientist,4.5,Kingfisher Systems,"McLean, VA","Falls Church, VA",Government,145,225,185, VA,0,15,1,0,0,0,0,1,0
Chief Scientist,3.4,TrueAccord,Remote,"San Francisco, CA",Information Technology,145,225,185,Remote,0,7,1,0,0,0,0,0,0
Data Scientist,3.9,ALTA IT Services,"Woodlawn, MD","Rockville, MD",Information Technology,145,225,185, MD,0,16,1,0,0,0,0,1,0
Data Scientist,3.2,Kollasoft Inc.,United States,"Scottsdale, AZ",Information Technology,145,225,185,United States,0,-1,1,1,0,0,0,0,0
Data Scientist,5.0,Kollasoft Inc.,"New York, NY","Irving, TX",-1,145,225,185, NY,0,-1,1,1,0,0,0,0,0
Data Scientist,3.4,ASRC Federal Holding Company,"Reston, VA","Beltsville, MD",Aerospace & Defense,145,225,185, VA,0,17,0,1,0,0,0,0,0
Data Scientist,4.4,Adwait Algorithm,"New York, NY","Houston, TX",Information Technology,145,225,185, NY,0,5,1,0,1,1,0,0,1
"Health Plan Data Analyst, Sr",3.8,Cook Children's Health Care System,"Fort Worth, TX","Fort Worth, TX",Health Care,145,225,185, TX,1,102,0,0,0,0,0,0,0
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",3.8,Rubius Therapeutics,"Smithfield, RI","Cambridge, MA",Biotech & Pharmaceuticals,145,225,185, RI,0,7,0,0,0,0,0,0,0
Data Scientist,3.5,Cambridge FX,"Atlanta, GA","Toronto, Canada",Finance,145,225,185, GA,0,28,1,1,0,0,0,1,0
Senior Data Scientist,3.8,Metromile,"San Francisco, CA","San Francisco, CA",Insurance,145,225,185, CA,1,9,1,0,0,1,1,0,0
Data Scientist,3.9,Criteo,"Ann Arbor, MI","Paris, France",Information Technology,145,225,185, MI,0,15,1,0,1,1,0,0,1
Data Scientist,3.4,Advance Sourcing Concepts,"Pittsburgh, PA","Pittsburgh, PA",-1,145,225,185, PA,1,-1,1,0,0,0,1,0,0
Data Scientist,3.8,Enterprise Solutions Inc,"New York, NY","Naperville, IL",Business Services,145,225,185, NY,0,20,1,1,0,0,0,1,0
Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",Finance,145,225,185, IA,1,28,0,1,0,0,0,1,0
Data Scientist,0.0,Microagility,"New York, NY","Princeton, NJ",Business Services,145,225,185, NY,0,-1,0,1,0,0,0,0,0
Data Scientist,4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",Business Services,145,225,185, CA,0,-1,0,0,0,0,0,0,0
"Development Scientist, Voltaren",3.9,GSK,"Richmond, VA","Brentford, United Kingdom",Biotech & Pharmaceuticals,145,225,185, VA,0,190,0,0,0,0,1,0,0
Data Scientist,0.0,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",-1,145,225,185, OH,1,-1,0,1,0,0,0,0,1
Data Scientist,3.7,GovTech,"San Francisco, CA","Singapore, Singapore",Government,79,147,113, CA,0,4,1,1,0,0,0,1,0
Data Scientist,3.3,Intellectual Ventures,"Bellevue, WA","Bellevue, WA",Finance,79,147,113, WA,1,20,1,1,0,0,0,0,0
Data Engineer,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",Information Technology,79,147,113, CA,1,12,1,1,1,0,0,0,1
Data Scientist,3.7,22nd Century Technologies,"Oakland, CA","Somerset, NJ",Information Technology,79,147,113, CA,0,23,0,0,0,0,0,0,1
Data Scientist,3.3,Huxley,"San Francisco, CA","London, United Kingdom",Business Services,79,147,113, CA,0,25,1,0,0,0,0,0,0
Data Scientist,3.4,FM Systems,"Boston, MA","Raleigh, NC",Information Technology,79,147,113, MA,0,36,1,1,0,1,1,0,1
Data Scientist,0.0,B4Corp,"Reston, VA","Leesburg, VA",Information Technology,79,147,113, VA,0,-1,1,1,0,0,0,0,0
Machine Learning Engineer,3.7,Mteq,"Fort Belvoir, VA","Lorton, VA",Aerospace & Defense,79,147,113, VA,0,66,1,0,0,0,0,0,0
Principal Data & Analytics Platform Engineer,3.7,Blue Cross and Blue Shield of North Carolina,"Durham, NC","Durham, NC",Insurance,79,147,113, NC,1,87,1,1,0,1,1,0,1
Machine Learning Engineer/Scientist,4.8,Jane Street,"New York, NY","New York, NY",Finance,79,147,113, NY,1,20,0,0,0,0,0,0,0
Data Scientist,5.0,SSATI,"McLean, VA","Annapolis Junction, MD",Information Technology,79,147,113, VA,0,17,1,1,0,0,0,0,0
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,Novartis,"Cambridge, MA","Basel, Switzerland",Biotech & Pharmaceuticals,79,147,113, MA,0,24,0,0,0,0,0,0,0
Data Scientist,3.4,Solving IT International Inc,"Chicago, IL","Chicago, IL",-1,79,147,113, IL,1,-1,0,1,0,0,0,0,0
Data Scientist,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",Agriculture & Forestry,79,147,113, OH,1,140,1,1,0,0,0,0,0
Data Scientist,4.6,Centauri,"Reston, VA","Chantilly, VA",Aerospace & Defense,79,147,113, VA,0,21,0,0,0,0,0,0,0
Data Scientist,0.0,Stride Search,"San Francisco, CA","Westlake Village, CA",-1,79,147,113, CA,0,-1,1,0,0,0,0,0,0
Machine Learning Engineer,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",Education,79,147,113, PA,1,36,1,0,0,0,0,0,0
Data Analyst - Unilever Prestige,3.8,Dermalogica,"Carson, CA","Carson, CA",Manufacturing,79,147,113, CA,1,34,1,0,0,0,0,1,0
Data Scientist,4.8,TechProjects,"New York, NY","North Brunswick, NJ",Information Technology,79,147,113, NY,0,9,1,1,0,0,0,1,0
"VP, Data Science",3.9,7Park Data,"New York, NY","New York, NY",Business Services,79,147,113, NY,1,8,1,1,0,1,0,0,0
Data Scientist,4.0,Netskope,"Santa Clara, CA","Santa Clara, CA",Information Technology,122,146,134, CA,1,8,1,1,0,1,0,0,1
Data Scientist,4.2,Eversight,"Palo Alto, CA","Palo Alto, CA",Information Technology,122,146,134, CA,1,7,1,0,0,0,0,0,0
Senior Business Intelligence Analyst,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",Manufacturing,122,146,134, MN,1,21,0,0,0,0,0,0,0
Data Scientist,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",Insurance,122,146,134, OH,0,133,0,0,0,0,0,0,0
Data Engineer - Kafka,3.5,Western Digital,"San Jose, CA","San Jose, CA",Information Technology,122,146,134, CA,1,50,1,0,1,1,1,0,0
Data Scientist,2.9,"Shimento, Inc.","Santa Clara, CA","Benicia, CA",-1,122,146,134, CA,0,-1,1,0,1,1,0,0,1
Data Scientist,5.0,Averity,"New York, NY","New York, NY",Business Services,122,146,134, NY,1,6,0,0,0,0,0,0,0
Data Scientist,4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",Information Technology,122,146,134, VA,0,18,0,0,0,0,1,0,1
Data Scientist,0.0,Point72 Ventures,"Palo Alto, CA",-1,-1,122,146,134, CA,0,-1,0,0,0,0,0,0,0
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",Aerospace & Defense,122,146,134, MD,1,78,0,1,0,1,0,0,0
Data Scientist,4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",Information Technology,122,146,134, MA,1,10,1,0,0,1,1,0,0
Data Science All Star Program - Data Engineer Track,4.6,Blend360,"Columbia, MD","Columbia, MD",Business Services,122,146,134, MD,1,18,1,0,1,1,1,0,0
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",Information Technology,122,146,134, MD,0,9,1,0,0,1,0,0,1
Data Analyst,3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",Business Services,122,146,134, VA,0,8,1,1,0,0,0,1,0
Data Scientist,0.0,Hatch Data Inc,"San Francisco, CA",-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0
